Surname,Credit Score,Geography,Gender,Age,Tenure,Balance,Number Of Products,Has Cr Card,Is Active Member,Estimated Salary,Exited
Mitchell,688,Spain,Female,33,2,0,1,no,no,27557.18,yes
Sun,614,France,Male,51,3,0,2,yes,yes,5552.37,no
Napolitano,511,Germany,Male,48,6,149726.08,1,no,no,88307.87,yes
Bailey,447,France,Male,43,2,0,2,yes,no,33879.26,yes
Hoolan,738,France,Male,35,5,161274.05,2,yes,no,181429.87,no
Kent,422,France,Female,33,2,0,2,yes,no,102655.31,no
Chou,537,Spain,Male,30,1,103138.17,1,yes,yes,96555.42,no
Pepper,707,Germany,Female,40,3,109628.44,1,yes,no,189366.03,no
Abramowitz,690,France,Male,54,5,0,1,yes,no,12847.61,yes
Lord,664,Germany,Male,33,7,97286.16,2,yes,no,143433.33,no
Wilson,850,France,Female,33,7,118004.26,1,yes,no,183983.82,no
Abazu,584,Spain,Male,32,9,85534.83,1,no,no,169137.24,no
Harriman,728,France,Female,59,4,0,1,yes,yes,163365.85,yes
Frankland,560,Spain,Female,43,4,95140.44,2,yes,no,123181.44,yes
Pinto,629,France,Female,31,6,0,1,yes,yes,16447.6,yes
Kwemtochukwu,658,France,Male,25,3,0,2,no,yes,173948.4,no
Chiu,794,Germany,Female,54,1,75900.84,1,yes,yes,192154.66,no
Yu,790,France,Female,41,2,126619.27,1,yes,no,198224.38,no
Onyekachukwu,640,France,Male,44,7,111833.47,1,yes,no,67202.74,no
Castiglione,652,Spain,Male,37,7,0,2,yes,no,68789.93,no
To Rot,583,France,Female,57,3,238387.56,1,no,yes,147964.99,yes
Anenechukwu,775,France,Female,32,2,108698.96,2,yes,yes,161069.73,no
Henderson,584,France,Female,39,2,112687.69,1,yes,yes,127749.61,no
Ellis,635,Germany,Female,48,4,81556.89,2,yes,no,191914.37,no
Nkemdirim,814,France,Male,48,9,136596.85,1,yes,yes,185791.9,no
Kang,735,Germany,Female,43,9,98807.45,1,no,no,184570.04,yes
Lear,678,France,Female,31,1,0,2,no,yes,130446.65,no
Jamieson,693,France,Male,37,1,0,2,yes,yes,82867.55,no
Mazzanti,640,France,Female,30,6,107499.7,1,yes,yes,187632.22,no
Marino,773,Spain,Female,23,8,0,2,yes,no,56759.79,no
Winter,736,France,Female,30,9,0,2,yes,no,34180.33,no
T'ien,693,France,Female,28,8,0,2,yes,yes,158545.25,no
Hughes-Jones,496,France,Female,41,1,176024.05,2,yes,no,182337.98,no
Cody,751,France,Female,39,3,0,2,yes,yes,84175.34,no
Hunt,528,Germany,Male,39,0,127631.62,1,no,yes,22197.8,yes
Estrada,754,Spain,Female,19,9,0,1,yes,no,189641.11,no
Dickinson,568,Germany,Female,26,10,109819.16,2,yes,no,154491.39,no
Fanucci,592,Spain,Female,41,2,138734.94,1,yes,no,90020.74,no
Yang,558,Germany,Male,25,10,111363.1,2,yes,no,197264.35,no
Forbes,825,France,Male,34,9,0,2,yes,yes,31933.06,no
Heard,677,Germany,Male,28,0,143988,2,yes,no,8755.69,yes
Efremova,653,France,Male,34,5,118838.75,1,yes,yes,52820.13,no
Morphett,593,Spain,Male,35,4,161637.75,1,yes,yes,20008.46,no
Lenhardt,632,France,Female,44,3,133793.89,1,yes,yes,34607.14,yes
Burns,601,Germany,Male,35,8,71553.83,1,yes,no,177384.45,no
Ch'ien,786,France,Female,62,8,0,1,yes,yes,165702.64,no
Sun,654,France,Female,40,3,0,2,yes,no,167889.1,no
Jamieson,572,France,Female,38,7,0,2,yes,yes,133122.62,no
Nolan,813,France,Female,62,10,64667.95,2,no,yes,140454.14,no
Barry,523,France,Female,28,2,121164.11,1,yes,yes,59938.81,no
Saunders,506,Spain,Male,50,3,0,2,yes,no,12016.79,no
McMorran,513,Spain,Male,72,3,98903.06,1,yes,yes,81251.24,no
Phelan,664,France,Female,31,7,104158.84,1,yes,no,134169.85,no
Fu,684,France,Male,54,6,0,2,yes,yes,94888.6,no
Hotchin,608,Spain,Female,63,3,139529.93,2,yes,yes,175696.16,yes
Aksyonov,527,France,Female,25,6,0,2,no,yes,96758.58,no
Rossi,666,France,Male,53,5,64646.7,1,yes,no,128019.48,yes
Hughes,779,France,Male,71,3,0,2,yes,yes,146895.36,yes
Duncan,629,France,Female,40,6,0,2,yes,yes,139356.3,no
McGarry,430,France,Male,35,1,118894.22,1,no,no,2923.61,no
Aksenov,712,France,Male,24,2,0,1,no,yes,121232.51,no
Akhtar,682,France,Male,30,9,0,2,yes,yes,2053.42,no
Pisani,634,France,Female,41,8,68213.99,1,yes,yes,6382.46,no
Pisano,487,Spain,Female,31,1,0,2,yes,no,158750.13,no
McDaniels,808,Spain,Male,47,8,139196,1,no,yes,74028.36,no
Tennant,527,France,Female,32,7,0,2,yes,yes,44099.75,no
Donaghy,637,Germany,Male,50,4,126345.55,1,no,yes,17323,yes
Todd,802,Spain,Male,40,5,0,2,yes,yes,175043.69,no
Tobenna,529,France,Female,38,2,0,1,yes,no,146388.85,yes
Vicars,850,France,Female,43,3,0,2,no,no,2465.8,no
Chao,738,France,Male,18,4,0,2,yes,yes,47799.15,no
Tien,817,France,Male,34,5,129278.43,1,no,no,165562.84,no
Hsing,735,France,Male,31,3,119558.35,1,no,no,72927.68,no
Yang,619,Germany,Female,41,5,92467.58,1,yes,no,38270.47,no
Walker,671,France,Male,27,5,0,2,no,no,120893.07,no
T'ang,581,Spain,Female,31,6,0,2,yes,no,188377.21,no
Chukwukere,690,Spain,Male,36,10,0,2,yes,no,55902.93,no
Ch'iu,579,Spain,Male,56,4,99340.83,1,no,no,4523.74,yes
Pai,688,Spain,Female,24,3,0,2,yes,yes,102195.16,no
Franklin,599,Spain,Female,28,4,126833.79,2,yes,no,60843.09,yes
Y?,729,Germany,Male,29,5,109676.52,1,yes,yes,25548.47,no
Peng,718,France,Female,29,3,0,1,no,yes,134462.29,no
Otitodilichukwu,712,Germany,Male,53,6,134729.99,2,yes,yes,132702.64,no
Pagnotto,474,France,Male,37,3,98431.37,1,no,no,75698.44,no
Vessels,565,Germany,Male,33,8,130368.31,2,yes,no,105642.43,no
Heller,658,France,Female,31,7,123974.96,1,yes,no,102153.75,no
Donaldson,714,France,Male,63,4,138082.16,1,no,yes,166677.54,no
Ifeanyichukwu,725,France,Male,45,1,129855.32,1,no,no,24218.65,no
Kao,825,France,Male,40,6,132308.22,1,no,no,117122.5,no
Dunn,665,Germany,Female,45,5,155447.65,2,yes,no,51871.95,yes
Calabresi,670,Spain,Male,35,2,124268.64,2,no,yes,84321.03,no
Holland,474,Germany,Female,34,9,176311.36,1,yes,no,160213.27,no
Calabresi,591,France,Male,40,2,99886.42,2,yes,yes,88695.19,no
Butusov,508,France,Female,31,7,0,2,yes,yes,6123.15,no
Atkinson,695,France,Female,36,2,0,2,no,yes,167749.54,no
Vasilyeva,660,Germany,Male,24,5,85089.3,1,yes,yes,71638,no
Mollison,687,Germany,Male,41,10,134318.21,2,yes,yes,198064.52,no
Webb,658,Germany,Male,29,5,75395.53,2,no,yes,54914.92,no
Obiajulu,705,Germany,Female,33,5,116765.7,1,no,no,190659.17,yes
Aiken,739,Spain,Male,60,4,0,1,yes,yes,51637.67,no
Brabyn,844,France,Male,38,7,111501.66,1,yes,yes,119333.38,no
Su,602,Germany,Female,48,7,76595.08,2,no,no,127095.14,no
Traeger,759,France,Female,33,9,160541.36,2,no,no,93541.14,no
Ekwueme,747,Germany,Male,38,2,129728.6,1,yes,no,89289.54,no
Thompson,673,France,Male,47,1,0,2,no,no,108762.16,no
Chinwenma,671,Spain,Female,34,5,130929.02,4,yes,yes,28238.25,yes
Tuan,640,Germany,Female,74,2,116800.25,1,yes,yes,34130.43,no
Tsai,581,Germany,Male,40,0,101016.53,1,no,yes,7926.35,yes
Liu,630,France,Male,67,5,0,2,yes,yes,27330.27,no
Robinson,703,France,Female,33,8,190566.65,1,yes,yes,79997.14,no
Carr,698,Spain,Female,47,6,0,1,yes,no,50213.81,yes
Palerma,742,Germany,Female,43,6,97067.69,1,no,yes,60920.03,yes
Chineze,652,France,Female,37,4,92208.54,1,no,yes,197699.8,yes
Fang,644,France,Male,37,2,186347.97,2,yes,no,92809.73,no
Simpson,735,Spain,Male,55,2,103176.62,1,no,yes,163516.16,no
Moretti,777,France,Female,58,4,0,1,yes,yes,62449.07,yes
Hale,644,Germany,Female,40,4,77270.08,2,yes,yes,115800.1,yes
Benson,665,Germany,Female,37,3,111911.63,1,yes,yes,110359.68,yes
Estep,529,Germany,Male,72,5,94216.05,1,yes,yes,78695.68,no
Mishina,803,Spain,Female,45,7,0,2,yes,yes,128378.04,no
Abramovich,604,Spain,Female,26,3,0,2,yes,no,155248.62,no
Lavrentiev,738,France,Male,49,6,106770.82,1,yes,no,123499.27,no
Alexeyeva,655,Germany,Female,72,5,138089.97,2,yes,yes,99920.41,no
T'ang,698,Germany,Male,39,9,133191.19,2,no,yes,53289.49,no
Kilgour,775,France,Female,66,9,0,2,yes,yes,67622.34,no
Chin,735,France,Male,41,7,74135.85,1,yes,yes,11783.1,yes
Fiorentini,766,Spain,Male,41,6,99208.46,2,yes,no,62402.38,no
Lori,537,Germany,Male,84,8,92242.34,1,yes,yes,186235.98,no
Marchesi,599,Germany,Male,25,7,108380.72,1,yes,yes,79005.95,no
Sheppard,420,Spain,Female,55,4,91893.32,1,yes,no,144870.28,yes
Nnanna,674,France,Female,32,7,85757.93,1,yes,yes,95481,no
Norris,570,France,Female,46,3,0,2,no,no,820.46,no
Vincent,623,Germany,Male,33,8,96759.42,1,yes,yes,174777.98,no
Bradley,710,France,Male,30,6,0,2,yes,yes,8991.17,no
Bellucci,466,France,Male,29,6,0,2,yes,yes,2797.27,no
Clements,759,France,Female,22,5,0,1,yes,no,22303.17,no
Knowles,581,France,Male,71,4,0,2,yes,yes,197562.08,no
Chidiebere,820,France,Male,33,2,132150.26,2,yes,no,23067.97,no
Kelly,759,France,Male,41,9,0,2,no,yes,190294.12,no
Okwukwe,628,France,Female,31,6,175443.75,1,yes,no,113167.17,yes
Onyemere,676,France,Male,31,3,78990.15,1,yes,yes,124777.14,no
Murphy,591,France,Female,33,4,113743.37,1,yes,no,124625.08,no
Elliott,690,France,Female,26,5,157624.84,1,yes,yes,49599.27,no
Loggia,624,France,Female,62,7,125163.62,2,yes,yes,151411.5,no
Walsh,573,France,Female,23,2,0,1,yes,no,122964.18,no
Mahomed,694,France,Male,60,9,0,1,yes,yes,57088.97,no
Dolgorukova,632,Spain,Female,29,7,80922.75,1,yes,no,7820.78,no
Bogdanov,632,France,Male,40,3,193354.86,2,yes,no,149188.41,no
She,832,Germany,Female,40,9,107648.94,2,yes,yes,134638.97,no
Cook,598,Germany,Female,46,7,131769.04,1,no,no,184980.23,yes
Bruno,430,Germany,Male,36,1,138992.48,2,no,no,122373.42,no
Moysey,711,France,Female,37,8,113899.92,1,no,no,80215.2,no
Beneventi,582,Germany,Male,26,6,114450.32,1,yes,yes,14081.64,no
Ferri,605,France,Male,39,3,0,2,yes,no,199390.45,no
Skinner,657,France,Female,37,2,0,2,yes,yes,7667.48,no
Angel,578,Spain,Male,40,6,63609.92,1,no,no,74965.61,yes
Toosey,532,France,Male,38,9,0,2,no,no,30583.95,no
Chin,612,France,Female,42,10,75497.51,1,no,no,149682.78,no
Lung,792,France,Female,42,2,0,2,yes,no,92664.09,no
Mellor,674,France,Female,26,10,0,2,yes,yes,138423.1,no
Hassall,680,France,Male,31,1,0,2,yes,yes,3148.2,no
Richardson,593,France,Female,39,0,117704.73,1,yes,no,197933.5,no
Poninski,679,Germany,Male,35,1,130463.55,2,yes,yes,37341.17,no
Dore,493,Spain,Male,32,8,46161.18,1,yes,yes,79577.4,no
Bonham,688,Spain,Male,42,5,0,2,no,no,197602.29,no
Ibezimako,769,Germany,Male,43,4,110182.54,2,yes,yes,87537.32,no
Hunter,581,Spain,Male,49,10,0,2,no,no,41623.59,no
Bold,465,France,Male,41,9,117221.15,1,yes,no,168280.95,no
Wan,641,France,Female,35,4,0,2,no,no,125986.18,no
Bradley,731,Germany,Female,43,9,79120.27,1,no,no,548.52,yes
Tretyakova,625,France,Male,37,1,177069.24,2,yes,yes,96088.54,no
Graham,468,France,Male,36,3,61636.97,1,no,no,107787.42,no
Izmailov,790,France,Male,26,5,0,1,yes,no,20510.79,no
Calabrese,587,Germany,Female,37,6,104414.03,1,yes,no,192026.02,no
Valentin,692,France,Male,66,4,159732.02,1,yes,yes,118188.15,no
Osonduagwuike,676,Germany,Female,34,4,89437.03,1,yes,yes,189540.95,no
Williamson,571,France,Male,41,8,0,1,yes,yes,63736.17,no
Pan,700,France,Female,32,3,0,1,no,no,95740.37,no
Carpenter,445,France,Female,30,3,0,2,yes,yes,127939.19,no
McIver,746,France,Male,36,7,142400.77,1,yes,yes,193438.69,no
Trevisan,722,France,Female,47,2,88011.4,1,yes,yes,90655.94,yes
Rozhkova,596,France,Male,36,2,0,2,yes,yes,12067.39,no
He,850,Germany,Female,30,8,154870.28,1,yes,yes,54191.38,no
Moretti,597,Spain,Female,46,4,0,2,yes,no,58667.16,yes
Fishbourne,436,Spain,Male,43,5,0,2,yes,yes,35687.43,no
Gibson,660,Germany,Male,28,1,118402.25,2,yes,no,14288.93,no
Zikoranachidimma,649,France,Male,37,9,87374.88,2,yes,yes,247.36,no
Palmer,646,Germany,Male,32,8,105397.8,1,yes,no,78111.84,yes
Chukwueloka,560,Spain,Female,31,5,125341.69,1,yes,no,79547.39,no
Real,710,Germany,Male,49,10,129164.88,1,yes,yes,193266.72,no
Chikelu,513,France,Male,40,3,141004.46,1,yes,no,105028.46,no
Fiorentini,607,France,Female,21,0,0,2,yes,no,116106.52,no
Yefimova,757,France,Male,57,3,89079.41,1,yes,yes,53179.21,yes
Ball,619,Germany,Male,40,9,103604.31,2,no,no,140947.05,no
Ch'in,612,France,Male,24,1,182705.05,1,yes,yes,171837.06,no
Odell,842,France,Male,29,8,0,2,yes,yes,123437.05,no
Enemuo,713,France,Male,33,6,94598.48,1,no,no,197519.66,yes
Hunter,657,Spain,Male,36,8,188241.05,2,no,no,183058.51,yes
Nepean,770,France,Female,37,9,0,2,no,no,22710.72,no
Nwebube,773,France,Female,40,10,0,2,no,yes,69303.15,no
Enticknap,470,Germany,Male,39,5,117469.91,2,no,no,63705.9,no
Lu,781,Spain,Male,35,4,80790.74,1,yes,no,116429.51,no
Ugochukwu,428,France,Female,62,1,107735.93,1,no,yes,58381.77,no
Mann,600,Germany,Male,43,8,133379.41,1,yes,no,177378.66,yes
Murphy,697,Spain,Female,37,7,168066.87,1,yes,no,35450.53,no
Docherty,692,Germany,Female,43,2,69014.49,2,no,no,164621.43,no
Adams,791,France,Male,28,4,0,1,yes,no,174435.48,no
Hirst,538,Germany,Female,42,1,98548.62,2,no,yes,94047.75,no
Horan,820,France,Female,49,1,0,2,yes,yes,119087.25,no
Cumbrae-Stewart,679,Spain,Female,26,3,76554.06,1,yes,yes,184800.27,no
Kinney,649,France,Female,36,2,0,2,no,yes,75035.48,no
T'ang,632,France,Female,27,3,107375.82,1,yes,yes,62703.38,no
Muir,594,France,Male,40,9,122417.17,2,no,yes,190882.69,no
Toscano,682,France,Female,42,0,0,1,no,yes,91981.85,yes
Wallace,720,Spain,Male,33,6,97188.62,1,no,no,91881.29,no
Fraser,769,France,Male,31,4,61297.05,2,yes,yes,7118.02,no
Iqbal,746,Spain,Male,30,1,112666.67,1,no,no,11710.4,yes
Nina,623,Spain,Female,40,7,0,1,yes,yes,25904.12,no
Chuang,537,France,Male,28,3,157842.07,1,yes,no,86911.49,no
Ch'ien,468,France,Male,46,7,91443.75,1,yes,no,10958.18,no
Bruno,588,Germany,Female,30,0,110148.49,1,yes,no,5790.9,yes
Kennedy,729,Spain,Female,34,9,53299.96,2,yes,yes,42855.97,no
Lawrence,543,Spain,Male,37,3,0,2,yes,yes,78915.68,no
Mort,499,Spain,Male,39,6,0,2,yes,yes,81409,no
Goliwe,784,Germany,Male,28,2,70233.74,2,yes,yes,179252.73,no
Martinez,604,France,Male,33,3,0,1,yes,no,42171.13,yes
Vasilyev,614,Spain,Female,25,10,75212.28,1,yes,no,58965.04,no
Black,671,France,Female,31,7,41299.03,1,no,yes,102681.32,no
Napolitani,587,Spain,Female,35,3,83286.56,1,yes,no,125553.52,no
Ch'en,593,Spain,Male,43,10,0,2,no,no,53478.02,no
Sagese,453,France,Male,29,6,0,1,no,no,198376.02,yes
Fraser,570,Germany,Male,35,6,85668.59,1,yes,no,105525.36,no
Hughes,655,France,Female,45,7,57327.04,1,no,yes,47349,no
Giles,632,Spain,Male,47,3,0,2,yes,no,178822.32,no
Lacross,681,France,Female,37,7,69609.85,1,yes,yes,72127.83,no
Pisani,591,Germany,Male,46,4,129269.27,1,yes,no,163504.33,no
King,779,France,Male,27,1,0,2,yes,yes,190623.02,no
Maughan,456,France,Female,63,1,165350.61,2,no,no,140758.07,yes
Palerma,686,France,Female,41,7,152105.57,2,no,yes,132374.41,no
Tochukwu,617,France,Male,74,10,0,2,yes,yes,53949.98,no
Slate,850,France,Female,32,5,106290.64,1,yes,no,121982.73,no
Ch'ang,646,Germany,Female,30,10,100548.67,2,no,no,136983.77,no
Romani,735,Germany,Male,46,2,106344.95,1,yes,no,114371.33,yes
Genovese,543,France,Male,35,5,137482.19,1,no,no,62389.35,no
Chiebuka,490,France,Female,37,3,116465.53,1,no,yes,24435.77,no
Liao,640,France,Male,45,1,0,1,yes,yes,10908.33,no
Berry,445,Spain,Male,45,10,0,2,no,yes,90977.48,no
Fallaci,761,France,Male,36,9,127637.92,1,yes,yes,81062.93,no
T'an,426,France,Female,34,3,0,2,yes,yes,61230.83,no
Wilkinson,777,France,Male,37,1,0,1,yes,yes,126837.72,no
Palerma,534,France,Male,35,2,81951.74,2,yes,no,115668.53,no
Lazarev,777,France,Female,42,5,147531.82,1,yes,yes,38819.45,no
Boylan,806,Spain,Male,18,3,0,2,yes,yes,86994.54,no
Warren,790,France,Female,33,10,135120.72,1,no,no,195204.99,no
Trevisani,643,Spain,Female,32,2,0,1,no,no,131301.74,no
Trevisano,584,Spain,Female,37,8,0,2,no,yes,100835.19,no
Liao,638,France,Female,34,7,0,2,yes,yes,198969.78,no
Burgess,771,Spain,Male,18,1,0,2,no,no,41542.95,no
Liston,600,France,Female,39,5,0,2,no,no,118272.07,no
Thompson,661,Spain,Female,41,5,28082.95,1,yes,no,69586.27,yes
Milanesi,554,France,Female,43,10,0,2,yes,no,149629.13,yes
Mazure,627,Spain,Male,49,4,111087.5,1,no,yes,146680.25,no
Rudduck,659,France,Female,38,9,0,2,yes,yes,132809.18,no
Darwin,835,France,Male,35,6,127120.07,1,yes,no,28707.69,no
Uvarova,763,France,Female,35,7,115651.6,2,yes,yes,104706.29,no
Buccho,625,Germany,Male,31,4,77743.01,2,yes,no,75335.68,no
Gallo,799,France,Female,30,9,0,2,yes,no,136827.96,no
Tomlinson,849,France,Male,69,7,71996.09,1,yes,yes,139065.94,no
Carr,692,France,Male,28,5,61581.97,1,yes,yes,70179.91,no
Ts'ui,623,France,Female,24,5,0,2,yes,no,116160.04,no
Coates,453,Spain,Female,42,5,0,3,yes,no,83008.49,yes
Hickey,408,France,Female,84,8,87873.39,1,no,no,188484.52,yes
Norton,778,Germany,Female,37,0,105617.73,2,yes,yes,133699.82,yes
Mancini,695,France,Female,42,5,0,1,no,yes,72172.13,yes
Tien,677,Germany,Female,44,4,148770.61,2,yes,yes,191057.76,no
Stobie,662,Spain,Male,37,5,94901.09,1,yes,yes,48233.75,no
Drakeford,534,France,Male,29,7,174851.9,1,yes,yes,79178.31,no
Pisani,602,France,Male,59,7,0,2,yes,yes,162347.05,no
Murphy,554,Germany,Female,43,2,120847.11,1,yes,no,7611.61,yes
Kovalev,667,France,Male,42,6,0,1,yes,no,88890.05,no
Crawford,672,France,Male,43,5,0,1,no,no,63833.09,no
Maclean,838,Spain,Female,67,4,103267.8,1,yes,yes,78310.04,no
Blackburn,692,Spain,Female,34,4,109699.08,1,yes,yes,37898.91,no
Bermudez,675,France,Male,49,8,135133.39,1,no,yes,179521.24,yes
Savage,731,Spain,Male,33,1,0,1,yes,no,130726.96,no
Wyatt,468,France,Female,32,8,137649.47,1,no,no,198714.29,no
Chiemenam,542,Spain,Male,43,6,113567.94,1,yes,no,89543.25,no
Shao,662,Spain,Female,35,6,0,2,no,no,2423.9,yes
Langdon,770,Germany,Male,37,5,141547.26,2,no,yes,180326.83,no
Napolitano,675,France,Female,61,5,62055.17,3,yes,no,166305.16,yes
Kung,647,Germany,Male,51,4,131156.76,1,yes,no,29883.63,no
Blackwood,604,France,Male,31,6,134837.58,1,yes,no,192029.19,no
Marcelo,833,France,Female,39,3,0,2,yes,no,1710.89,no
Yin,741,Spain,Male,40,4,104784.23,1,yes,no,135163.76,yes
Storey,658,Spain,Male,36,1,0,2,no,yes,84927.42,no
Fomin,528,France,Female,36,1,156948.41,1,yes,yes,149912.28,yes
Nkemjika,590,France,Female,60,6,147751.75,1,yes,no,88206.04,yes
Glasgow,675,France,Male,34,1,124619.33,2,no,yes,163667.56,no
Chen,765,France,Male,41,4,124182.21,1,no,no,100153.43,no
Ch'ang,650,France,Female,64,7,142028.36,1,yes,no,32275.09,yes
Evans,817,France,Male,44,8,0,1,no,no,65501.91,yes
Crotty,699,Germany,Female,31,10,125837.86,2,yes,no,189392.66,no
Cocci,495,Germany,Female,34,9,117160.32,1,yes,yes,116069.24,yes
Iroawuchi,491,Spain,Female,61,8,0,2,no,yes,139861.53,no
Chia,847,France,Male,51,5,97565.74,1,no,no,144184.06,yes
Hysell,676,Spain,Female,30,5,0,2,no,yes,157888.5,no
Williamson,746,Spain,Female,25,3,104833.79,1,no,no,71911.3,no
Ginikanwa,470,Spain,Female,31,2,101675.22,2,yes,no,45033.75,no
Chigolum,714,Spain,Male,20,3,0,2,no,yes,150465.93,no
Morley,695,France,Female,50,8,0,1,yes,no,126381.6,yes
Roberts,674,France,Male,46,2,174701.05,1,yes,no,90189.72,yes
Tokareva,664,Germany,Male,36,6,71142.77,2,yes,no,122433.09,no
Fleming,697,Germany,Male,31,3,108805.42,2,no,yes,123825.83,no
Chinomso,670,France,Male,68,4,0,2,yes,yes,11426.7,no
Compton,541,France,Female,32,4,0,1,yes,yes,114951.42,no
Wan,640,France,Female,66,9,116037.76,1,no,yes,184636.05,no
Taylor,647,France,Male,28,8,0,2,yes,yes,91055.27,no
Kambinachi,757,France,Male,23,2,80673.96,2,yes,no,93991.65,no
Chang,704,Germany,Female,39,1,124640.51,1,yes,no,116511.12,yes
See,778,Germany,Male,31,9,182275.23,2,yes,no,190631.23,no
Dyer,639,Germany,Female,41,5,98635.77,1,yes,no,199970.74,no
Campbell,637,France,Male,33,5,0,2,yes,no,139947.17,no
Cremonesi,686,France,Male,35,4,0,1,yes,no,8816.37,no
Harris,577,Spain,Male,43,8,79757.21,1,yes,no,135650.72,yes
Threatt,506,Germany,Male,28,8,53053.76,1,no,yes,24577.34,no
Lane,757,France,Male,28,7,120911.75,2,yes,yes,131249.46,no
Grave,826,France,Male,55,4,115285.85,1,yes,no,140126.17,no
Stanley,721,France,Male,41,2,0,2,yes,no,168219.75,no
McIntosh,489,Spain,Male,40,3,221532.8,1,yes,no,171867.08,no
Watts,446,France,Female,51,4,105056.13,1,no,no,70613.52,no
Alekseyeva,677,France,Male,37,3,88363.03,1,no,yes,117946.3,no
Davies,769,France,Male,29,2,123757.52,2,yes,no,84872.66,no
Matlock,677,Spain,Male,56,5,123959.97,1,yes,yes,60590.72,yes
Fedorova,555,Germany,Female,62,10,114822.64,1,no,yes,8444.5,no
Chiedozie,652,Germany,Female,37,9,145219.3,1,yes,no,159132.83,no
Marcelo,722,Germany,Female,32,5,106807.64,1,yes,yes,76998.69,no
Cooper,643,France,Male,36,0,148159.71,1,no,no,55835.66,no
McMillan,796,Germany,Female,40,1,99745.95,1,yes,no,177524.19,no
Hardy,720,Germany,Female,37,8,156282.79,1,yes,no,45985.52,no
Madukwe,613,France,Male,41,7,0,2,yes,no,60297.72,no
Adamson,506,France,Female,57,6,0,2,no,yes,194421.12,yes
Watt,608,France,Male,50,6,0,1,yes,no,93568.77,yes
Mazzanti,667,Spain,Male,77,2,0,1,yes,yes,34702.92,no
Mishin,750,France,Female,47,7,121376.15,2,yes,no,54473.6,yes
Feng,610,France,Male,33,4,111582.11,1,no,no,113943.17,no
Kang,588,Germany,Female,34,10,129417.82,1,yes,no,153727.32,no
Kelly,479,France,Female,26,1,0,2,yes,yes,19116.97,no
Yu,682,France,Male,37,5,0,2,no,yes,112554.68,no
Bull,677,France,Female,36,7,0,1,yes,no,47318.75,no
Serra,850,Germany,Male,40,6,94607.08,1,yes,no,36690.49,no
Ferguson,580,France,Female,56,1,131368.3,1,yes,no,106918.67,yes
She,746,France,Female,21,8,166883.07,2,no,yes,194563.65,no
Hamilton,635,Spain,Female,37,3,0,2,yes,no,91086.73,no
Nnanna,664,Germany,Male,25,6,172812.72,2,yes,yes,108008.65,no
Summerville,558,Germany,Female,36,0,126606.63,2,yes,yes,172363.52,no
Allan,415,France,Male,46,9,134950.19,3,no,no,178587.36,yes
Tobenna,798,France,Female,60,6,96956.1,1,yes,no,31907.44,yes
Volkova,792,Germany,Female,29,4,107601.79,1,yes,no,18922.18,yes
Nucci,489,Germany,Female,46,8,92060.06,1,yes,no,147222.95,yes
Wright,730,France,Male,33,0,0,2,yes,no,1474.79,no
Astorga,773,France,Male,41,4,0,2,yes,yes,24924.92,no
Pokrovsky,711,France,Male,36,9,137688.71,1,yes,yes,46884.1,no
Mazzanti,592,Spain,Male,55,8,85845.43,2,yes,yes,128918.42,no
Blesing,695,Germany,Male,27,6,125552.96,1,yes,no,105291.26,no
Ku,640,France,Female,33,1,167298.42,1,no,yes,145381.65,no
Pisani,470,Spain,Male,31,4,55732.92,2,yes,yes,103792.53,no
Hsueh,789,Germany,Female,37,6,110689.07,1,yes,yes,71121.04,yes
Ricci,604,Spain,Female,39,7,98544.11,1,yes,yes,52327.57,no
Azubuike,493,Germany,Female,35,8,178317.6,1,no,no,197428.64,no
Nevzorova,671,France,Female,48,8,115713.84,2,no,no,83210.84,no
Odili,656,France,Male,46,9,143267.14,2,no,no,193099.43,no
Kung,739,Spain,Male,19,5,89750.21,1,yes,no,193008.52,no
Lei,560,Spain,Female,26,3,116576.45,1,yes,no,157567.37,no
Sheehan,827,Germany,Female,47,8,143001.5,2,yes,no,108977.5,no
Kung,681,France,Male,23,7,157761.56,1,no,no,147759.84,no
Kelechi,740,France,Female,37,5,0,2,yes,yes,27528.4,no
Anenechi,663,Spain,Male,31,4,103430.11,2,no,yes,36479.27,no
McElhone,845,Spain,Female,52,0,0,1,yes,no,31726.76,yes
Chigbogu,555,Spain,Male,27,5,0,2,no,no,96398.51,no
Atkins,680,Germany,Female,48,8,115115.38,1,yes,no,139558.6,yes
Colombo,638,Germany,Female,39,0,122501.28,2,yes,yes,95007.8,no
Tilley,640,Spain,Male,62,3,0,1,yes,yes,101663.47,no
