Surname,Estimated Salary,Is Active Member,Credit Score,Geography,Gender,Age,Balance,Tenure,Number Of Products,Has Cr Card,Exited
Lumholtz,3472.63,yes,722,Germany,Female,48,138311.76,10,1,yes,yes
Hill,1801.77,no,472,Spain,Female,28,0,4,2,yes,no
Mouzon,85185.44,no,738,Germany,Male,35,101744.84,6,1,no,no
Wu,119882.7,no,732,Spain,Male,33,0,8,1,yes,no
Pirozzi,83715.66,no,404,Germany,Female,54,125456.07,4,1,yes,yes
Garnsey,77326.78,yes,683,France,Male,31,0,2,2,no,no
Synnot,156150.08,no,460,France,Female,27,0,7,2,yes,yes
Wildman,108577.97,no,690,France,Male,29,0,5,2,yes,no
Anenechukwu,133573.29,yes,618,Germany,Female,54,118449.21,4,1,yes,yes
Tai,102057.86,yes,671,France,Male,30,0,2,1,no,no
Galkin,184464.7,no,704,France,Male,32,127785.17,7,4,no,yes
Babbage,70607.1,yes,790,France,Female,40,0,9,2,yes,no
Walker,147074.67,no,710,Germany,Male,34,134260.36,9,2,yes,no
Rice,105780.18,yes,743,France,Male,37,69143.91,8,2,no,no
Norton,109496.45,no,702,France,Male,34,100054.77,4,1,yes,no
Bogolyubov,137739.45,yes,704,France,Female,45,0,6,1,yes,no
Gibbons,105140.92,no,614,France,Male,38,116248.88,2,1,yes,no
Chia,113276.46,yes,609,Spain,Female,43,86053.52,6,2,yes,yes
Smith,172531.23,no,688,France,Female,32,123157.95,6,1,yes,no
Hunter,64375.4,no,713,France,Male,44,63438.91,1,1,yes,no
Ekechukwu,28434.44,no,736,Germany,Male,57,95295.39,9,1,yes,yes
Bellucci,46941.41,yes,727,France,Male,18,133550.67,4,1,yes,no
Ford,29333.01,no,850,France,Female,38,106871.81,1,2,yes,no
Scott,193724.51,yes,718,Spain,Male,45,105266.32,3,2,yes,no
Gregson,34967.75,no,643,France,Female,51,105229.53,2,1,yes,yes
Moore,55663.85,no,653,France,Male,41,102768.42,8,1,yes,no
Wallace,55753.12,yes,674,France,Male,18,0,7,2,yes,yes
Cook,176962.31,no,690,France,Male,35,112689.95,6,1,yes,no
Speth,181507.44,yes,819,France,Male,38,122334.26,9,2,yes,no
Boag,61995.57,no,634,Spain,Male,34,0,1,2,yes,no
Grave,98349.13,no,633,Spain,Male,33,137847.41,4,2,yes,no
Streeten,59748.19,yes,850,France,Male,49,122486.47,5,1,no,no
Fox,159840.51,yes,665,France,Male,33,101286.11,2,1,yes,no
Artemyeva,6656.64,yes,630,Spain,Male,26,0,7,2,yes,no
Giordano,37141.62,no,836,Spain,Male,57,101247.06,4,1,yes,yes
Perkins,37094.75,yes,668,France,Male,38,86977.96,10,1,no,no
Walton,159475.08,no,753,France,Male,57,0,7,1,yes,yes
Hay,51548.14,yes,745,France,Female,55,110123.59,9,1,no,yes
Milne,7861.68,no,606,Germany,Male,65,126306.64,10,3,no,yes
She,19199.61,no,660,France,Female,35,100768.77,6,1,yes,no
Hu,178504.29,no,608,France,Male,42,0,5,2,yes,no
Bird,156048.64,yes,731,France,Female,40,118991.79,7,1,yes,no
Anderson,52876.41,yes,683,France,Male,72,140997.26,3,1,no,no
Cocci,139451.98,no,561,Germany,Male,32,166824.59,6,1,yes,no
Krichauff,128136.29,no,700,France,Female,34,76322.69,2,1,yes,no
Cameron,45206.57,yes,605,France,Male,35,0,6,2,yes,no
Becker,190146.83,yes,767,Spain,Male,77,149083.7,8,1,yes,no
Ainsworth,158313.87,yes,511,France,Male,33,0,7,2,no,no
Biryukov,96670.2,yes,667,France,Male,40,0,9,1,yes,no
Redding,62163.53,yes,787,France,Male,33,126588.81,1,2,no,no
Scott,35908.46,yes,773,Germany,Male,43,81844.91,8,2,yes,no
Hao,191263.76,yes,526,Germany,Male,58,190298.89,9,2,yes,no
White,125962.02,yes,698,France,Female,46,0,0,2,yes,no
Thorpe,164696.27,no,646,France,Male,26,139848.17,4,1,yes,no
Tuan,187011.96,no,757,Germany,Female,34,101861.36,9,2,no,no
Inman,55324.49,yes,699,Spain,Male,35,167455.66,2,2,yes,no
Hanson,34335.55,yes,667,France,Female,24,0,4,2,no,no
MacDonald,17004.14,no,774,Spain,Female,43,116360.07,1,1,yes,no
Parkes,116331.42,no,745,Spain,Male,40,88466.82,3,1,no,no
Fischer,49725.16,yes,634,Germany,Female,46,123642.36,5,1,yes,yes
Chinweuba,87412.74,yes,665,Spain,Male,38,0,9,1,no,no
Henning,26136.89,yes,713,France,Male,38,72286.84,9,2,yes,no
Ogochukwu,126554.96,no,652,France,Female,40,0,1,2,yes,no
Anenechi,120115.5,yes,708,Spain,Female,32,187487.63,8,1,yes,no
Okwudilichukwu,142977.05,no,700,Germany,Female,59,137648.41,5,1,yes,yes
Jamieson,150664.97,no,845,France,Male,33,164385.53,8,1,yes,no
Ko,171706.66,yes,850,France,Female,34,0,2,2,yes,no
Norman,119071.56,no,798,Spain,Female,58,0,9,2,no,yes
Ugochukwutubelum,143007.49,yes,773,Germany,Male,47,118079.47,2,4,yes,yes
Piazza,54122.89,no,762,France,Male,29,141389.06,6,1,yes,no
P'eng,104076.51,no,600,France,Male,35,143744.77,4,2,yes,no
Johnson,175853.64,yes,850,Spain,Male,28,97408.03,9,1,yes,no
Walker,175795.87,yes,613,Spain,Male,30,111927.45,9,1,yes,no
Innes,15360.91,no,509,France,Male,31,0,3,2,yes,no
Francis,168460.12,no,509,Spain,Male,38,0,2,1,no,no
Chidozie,181177.9,yes,609,France,Male,34,0,1,1,yes,no
Nwabugwu,109843.16,no,741,Germany,Female,37,170840.08,8,2,no,no
DeRose,12577.21,yes,498,Germany,Female,41,87541.06,4,2,yes,yes
Ch'eng,179365.1,yes,850,France,Female,26,62610.96,4,2,no,no
Padovesi,65816.53,yes,493,France,Male,36,0,9,2,yes,no
Obielumani,124170.9,no,686,France,Female,47,113328.93,5,1,yes,no
Stephens,175015.12,no,666,Spain,Male,35,104832.49,2,1,yes,no
Emery,115441.66,yes,733,Spain,Female,31,102289.85,9,1,yes,no
Dufresne,128247.03,yes,631,Germany,Female,34,125227.82,6,2,no,no
Lee,141914.94,no,714,Germany,Female,49,140510.89,5,1,yes,no
Hsing,115566.57,no,767,Germany,Female,35,132253.22,6,1,yes,yes
Longo,175423.69,yes,711,Germany,Male,43,39043.29,2,2,yes,no
Vial,133447.49,yes,722,France,Male,34,0,8,2,yes,no
Chukwudi,114474.98,no,631,Spain,Male,55,99685.06,9,1,yes,no
Grant,52044.66,yes,701,Germany,Male,38,125385.49,3,2,no,no
Ma,180290.68,yes,790,Spain,Male,46,131365.37,2,2,yes,no
Sun,132034.13,yes,633,Spain,Male,58,98308.51,6,1,yes,no
Booth,158735.1,no,757,Spain,Male,44,140856.16,5,2,yes,no
Ross,196134.44,yes,696,France,Female,30,0,8,2,yes,no
Pruneda,161668.15,no,649,Spain,Male,36,0,8,2,yes,no
Neumann,67339.34,no,565,Spain,Male,38,122447.76,0,1,no,no
Calabrese,56229.72,yes,720,France,Female,38,0,10,2,yes,yes
Yobachukwu,140991.23,no,648,Spain,Female,56,157559.59,6,2,yes,yes
Marchesi,142342.55,no,622,France,Female,30,158584.82,2,3,yes,yes
Hess,154559.28,yes,835,France,Male,28,163569.61,2,2,yes,no
Madukaego,9452.88,no,681,Germany,Male,42,118199.97,3,2,yes,yes
Trentino,165257.31,yes,621,Germany,Female,30,101014.08,2,2,yes,no
Paterson,169763.89,no,756,Spain,Male,38,119208.85,6,1,yes,yes
Marchesi,160663.11,yes,515,France,Female,66,0,6,2,yes,no
Anayolisa,192072.1,yes,625,France,Female,58,53772.73,10,1,yes,yes
Poole,93275.61,no,717,Spain,Female,39,0,6,2,yes,no
Zhou,112269.67,yes,595,Germany,Female,41,138878.81,2,1,no,no
Bates,2186.83,no,539,Spain,Female,37,130922.81,1,2,no,no
Olejuru,43075.7,yes,762,France,Male,35,0,9,2,yes,no
Bustard,12368.11,yes,706,Spain,Male,20,0,8,2,yes,no
Wade,42410.21,no,677,Spain,Female,25,130866.19,8,1,yes,no
Ngozichukwuka,138394.37,yes,684,Spain,Female,41,0,7,1,yes,no
Lane,197916.43,yes,478,Spain,Male,43,0,1,2,yes,no
Forbes,7035.36,yes,696,France,Male,33,163139.27,2,1,yes,no
Ma,80603.99,yes,466,France,Female,36,119540.15,5,1,no,no
Barrera,187599.8,no,686,France,Female,41,129553.76,4,2,yes,no
Alexander,94450.97,yes,576,France,Male,55,0,9,2,yes,no
Ngozichukwuka,143981.27,yes,763,Germany,Female,61,66101.89,1,1,yes,no
Padovesi,84012.81,yes,582,France,Female,29,0,0,1,yes,no
Lysaght,101192.08,no,623,France,Female,35,0,5,2,yes,no
Kelechi,175324.74,no,617,Germany,Female,37,116471.43,4,2,yes,yes
Nebechi,197226.32,no,425,France,Male,39,0,4,2,yes,no
Hanson,99504.03,no,659,France,Female,56,123785.24,9,1,yes,yes
Tu,28226.15,no,538,France,Female,38,88758.95,8,2,no,yes
Palerma,35321.65,no,665,Germany,Male,25,153611.83,5,2,yes,no
Fallaci,41229.73,yes,491,Germany,Female,57,112044.72,4,1,yes,yes
Ts'ui,107890.69,no,580,France,Female,65,106804.26,9,3,yes,yes
Dreyer,65731.53,no,732,France,Female,43,0,6,2,yes,no
Hunt,50046.25,no,745,Spain,Male,34,0,9,2,yes,no
Ricci,60830.24,yes,732,France,Male,36,0,7,2,yes,no
Ijendu,111243.09,no,572,France,Male,37,133043.66,1,1,no,no
Kibby,171014.69,yes,702,France,Male,45,74989.58,9,1,yes,no
Obiuto,170835.32,no,664,Germany,Male,39,60263.23,7,1,yes,no
Ramos,47775.34,yes,630,Germany,Male,50,129370.91,3,4,yes,yes
Calabrese,139297.71,no,618,Germany,Male,44,157955.83,5,2,no,no
Vasin,195167.38,no,556,France,Male,26,0,4,1,yes,no
Keeley,44965.54,yes,644,France,Male,48,0,8,2,no,yes
Archer,52137.73,no,658,Spain,Male,50,0,2,2,yes,no
Chidiegwu,20092.89,yes,677,France,Male,27,0,2,2,yes,no
Tang,197804,no,689,Spain,Female,45,57784.22,0,1,yes,yes
Shaw,152876.13,yes,699,France,Male,40,0,7,1,no,yes
Napolitani,135655.29,yes,749,Germany,Male,47,110022.74,9,1,no,yes
Greenhalgh,103970.58,yes,709,France,Female,40,131569.63,9,1,yes,no
Martin,35786.76,yes,607,Germany,Male,61,164523.5,2,2,yes,no
Hu,25325.07,yes,650,Germany,Female,25,114330.95,2,1,yes,no
Y?an,18732.84,no,651,Spain,Female,45,135923.16,10,1,yes,no
Odili,118522.73,yes,676,France,Female,61,0,8,2,yes,no
H?,89972.25,yes,723,France,Female,49,0,4,2,no,no
Chiemela,187194.15,yes,714,Spain,Male,45,124693.48,0,1,no,no
Yuan,106785.7,yes,759,Spain,Female,35,147936.42,7,1,yes,no
Clements,142516.35,no,582,France,Male,29,0,0,1,yes,no
Kolesnikov,73334.43,no,697,France,Female,34,126558.92,2,1,yes,no
Rutherford,186612.47,yes,610,Germany,Male,57,106938.11,6,2,no,no
Hsiung,123613.81,no,488,Germany,Female,33,140002.35,4,1,yes,no
Angelo,31368.08,yes,599,Germany,Male,46,123444.72,9,1,yes,yes
Mendes,40066.95,yes,781,France,Male,32,147107.91,6,1,yes,no
McGregor,175969.19,no,645,France,Male,19,128514.84,9,1,no,no
Bronner,10034.77,no,545,France,Female,55,0,5,1,no,yes
Mironova,151167.94,no,597,Germany,Female,40,106756.01,9,2,yes,no
Henderson,87351.42,yes,649,Germany,Female,50,155393.32,5,1,yes,yes
Smith,48984.95,yes,630,France,Female,36,110414.48,2,1,yes,no
Russell,182738,yes,672,Spain,Male,33,0,2,2,yes,no
Wong,162321.26,yes,545,Germany,Male,45,93796.42,6,2,yes,no
Niu,3414.72,no,567,Spain,Female,41,0,1,2,yes,no
Fanucci,165082.25,no,583,France,Male,51,125268.03,6,2,yes,no
Zetticci,52021.39,yes,681,France,Female,29,148143.84,2,1,yes,no
Hsia,148256.43,no,762,Spain,Male,29,115545.33,10,2,yes,no
McIntosh,122899.01,no,648,Spain,Male,35,0,7,2,no,no
Kozlova,10771.46,yes,644,France,Male,30,44928.88,5,1,yes,no
Meany,18255.51,yes,706,Spain,Male,29,0,2,2,yes,no
Thompson,183566.78,no,850,France,Male,35,162442.35,3,1,yes,no
Le Gallienne,175224.12,yes,484,Spain,Female,39,0,5,2,yes,no
Cheng,147913.56,no,508,Germany,Male,28,96213.82,0,2,yes,no
P'eng,180598.66,no,439,France,Female,29,156569.43,6,1,yes,no
Wheeler,7455.2,no,803,Spain,Female,37,0,1,2,no,no
Christie,80552.11,yes,724,Germany,Female,48,110463.25,6,2,yes,yes
He,25722.28,no,640,France,Male,33,154575.76,7,1,yes,yes
King,170996.86,no,701,Spain,Female,35,0,9,2,no,no
Vida,141763.26,no,651,Germany,Male,26,147037.32,5,1,no,no
Thomas,122284.38,no,523,Germany,Male,41,119276.31,0,1,no,yes
Wayn,190011.85,no,717,France,Female,25,108664.85,7,2,yes,no
Tan,128046.98,no,593,Spain,Male,44,0,5,1,yes,no
Gibson,135662.17,yes,706,Germany,Male,38,163034.82,5,2,yes,no
Y?,7571.51,no,714,Germany,Female,49,93059.34,4,1,yes,yes
Calabresi,23596.24,no,794,Spain,Male,38,179581.31,9,1,yes,no
Enyinnaya,92727.42,no,518,Germany,Male,46,113625.93,4,1,no,yes
Ritchie,65156.83,no,589,Germany,Male,55,119961.48,7,1,yes,yes
Chia,60151.77,no,824,France,Male,45,129209.48,3,1,no,no
Wang,149097.38,no,719,Germany,Female,42,137227.04,5,3,yes,yes
Lorenzo,35199.24,no,617,Germany,Female,58,119024.75,3,2,yes,yes
Pai,129451.29,no,651,France,Male,35,74623.5,7,3,yes,yes
Nuttall,145134.49,yes,637,Spain,Female,45,157929.45,2,1,yes,yes
Osborne,192709.69,no,554,France,Female,26,92606.86,7,2,yes,no
Ferri,139083.7,no,731,Germany,Male,35,127862.93,2,2,yes,no
Hamilton,83629.6,yes,569,Spain,Female,42,0,1,1,yes,yes
McEwan,35625.41,no,625,Germany,Female,37,142711.81,4,1,yes,no
Lai,35338.96,no,592,France,Female,38,0,4,2,yes,no
Hs?,15602.8,yes,669,France,Male,43,163159.85,1,1,no,no
Thompson,182355.21,yes,663,Germany,Male,32,108586.86,3,1,yes,no
Boyd,89327.67,no,518,Germany,Female,41,110624.99,5,1,yes,no
Trevisani,151903.6,yes,686,Germany,Female,43,154846.24,5,2,yes,no
Douglas,106287.77,no,701,Germany,Male,32,102500.34,5,1,no,no
Hill,161800.77,no,672,France,Male,34,0,9,2,yes,no
Lo,80582.34,no,620,Germany,Male,39,159492.79,9,1,yes,yes
Forbes,185094.48,yes,557,Spain,Male,48,0,10,2,yes,no
Lin,172586.89,no,648,Spain,Female,54,118241.02,7,1,yes,yes
Sinclair,195649.79,no,479,France,Female,35,113090.4,2,1,yes,no
Kemp,145792.01,yes,730,France,Female,22,65763.57,9,1,yes,no
Chiang,18210.36,yes,786,Spain,Male,31,0,9,2,yes,no
Williams,13608.18,yes,549,France,Male,50,94748.76,9,2,no,no
Wilson,110457.99,yes,622,France,Female,38,98640.74,4,1,yes,no
Wang,31231.35,no,624,France,Male,26,74681.9,9,2,no,no
Moore,141582.66,no,841,France,Male,34,0,4,2,yes,no
Iadanza,14666.35,no,614,Spain,Female,41,179915.85,7,1,no,yes
Wallace,55400.17,yes,676,France,Male,30,128207.23,1,1,yes,no
Clark,174667.65,no,697,France,Male,42,132739.26,9,2,no,no
Y?,154189.08,no,732,France,Female,40,0,10,2,yes,no
Yermakov,142170.44,no,623,France,Male,27,120509.81,4,1,no,no
Wei,94499.06,no,541,France,Male,46,124547.13,4,2,yes,no
McIntyre,68562.26,no,762,Germany,Male,34,88815.56,4,2,yes,yes
Ts'ai,88798.02,no,655,Spain,Female,35,82231.51,1,2,yes,no
Aitken,150390.57,yes,649,Spain,Male,51,0,4,1,yes,no
Dawson,60708.72,no,850,Germany,Male,28,147972.19,4,1,yes,yes
Pai,56407.42,no,672,France,Male,52,170008.84,8,1,no,yes
Ifeanyichukwu,125698.97,yes,600,France,Female,27,0,3,2,no,no
Morrison,75732.25,yes,706,Spain,Female,42,95386.82,8,1,yes,no
Wall,179861.79,no,541,Germany,Male,51,90373.28,7,2,yes,no
Nebechukwu,42976.64,yes,711,Germany,Male,34,133467.77,4,2,yes,no
Yao,10486.69,yes,630,Spain,Male,30,0,3,2,no,no
Liao,56794.73,no,531,France,Male,31,96288.26,3,1,yes,no
Burke,152422.91,no,631,Germany,Male,37,138292.64,8,2,no,yes
Kay,167033.83,no,685,France,Male,35,0,9,1,yes,no
McIntyre,126082.18,yes,702,Spain,Male,32,71667.74,8,1,yes,no
Chidiegwu,181499.77,no,708,Germany,Female,43,118994.84,0,1,yes,yes
Musgrove,41967.03,yes,653,Spain,Male,55,0,7,2,yes,no
Gow,85412.54,no,596,France,Female,33,138162.81,1,1,yes,no
Amaechi,23343.18,yes,549,Germany,Female,31,135020.21,9,2,yes,no
Bibi,136071.05,yes,815,Germany,Female,25,135161.67,8,1,yes,no
Cocci,88920.68,no,850,France,Male,46,117640.39,9,1,yes,no
Artemieva,45098.62,yes,732,Spain,Female,33,111379.55,8,1,yes,no
Arcuri,20339.79,yes,614,France,Male,40,0,6,1,yes,yes
Owen,108528.74,yes,580,Spain,Female,57,136820.99,0,1,no,no
Franklin,145560.38,no,593,France,Female,46,98752.51,7,1,yes,no
Lorenzo,199357.24,yes,653,Germany,Female,25,158266.42,2,3,yes,no
Muriel,43106.17,yes,746,France,Female,29,105599.67,4,1,yes,no
MacDevitt,137508.31,no,662,France,Female,29,0,10,2,yes,no
Chijindum,91957.39,yes,573,France,Male,31,0,2,2,yes,no
Gibson,120612.11,yes,684,Spain,Female,39,139723.9,4,1,yes,no
Whitehead,102921.17,no,793,France,Female,41,141806.46,3,1,yes,no
Johnstone,31686.33,yes,798,Germany,Female,49,132571.67,5,1,yes,yes
Burke,28407.4,yes,816,France,Male,31,0,8,2,yes,no
Yeh,186233.26,yes,540,France,Male,22,0,4,3,yes,yes
Marshall,31728.86,no,537,Germany,Male,39,135309.36,3,1,yes,yes
Kao,48244.64,yes,759,Spain,Female,74,128917.84,6,1,yes,no
Browne,113266.28,no,774,France,Female,52,56580.93,2,1,yes,yes
Taylor,71178.09,no,608,Germany,Male,42,131390.75,8,2,yes,no
Gibbons,25684.93,no,704,Spain,Male,37,0,4,2,no,no
Nott,29737.14,no,581,France,Male,41,0,8,2,no,no
Lei,149922.38,yes,628,Germany,Female,61,97361.66,1,1,yes,yes
Sheets,27597.59,yes,701,Spain,Male,59,0,7,2,no,no
Ts'ui,167035.07,no,680,France,Female,34,0,1,2,yes,no
Johnston,116781.71,yes,560,France,Male,57,0,0,2,no,no
Unwin,29641.58,yes,665,France,Female,34,67816.72,5,1,yes,no
Hsueh,116520.07,yes,758,France,Male,51,81710.46,8,1,yes,no
Hao,44220.4,yes,621,France,Male,26,75237.54,2,1,no,no
L?,166188.28,no,764,Germany,Male,28,124023.18,10,1,yes,no
Frater,140857.76,yes,537,Germany,Female,46,100727.5,5,1,no,yes
Pisani,27513.47,no,555,France,Male,24,0,5,2,yes,no
Golubev,17744.72,no,734,France,Female,29,139994.66,0,1,yes,no
Vanmeter,4423.63,yes,783,Spain,Female,59,126224.87,9,1,yes,no
Hs?,109718.44,no,678,Germany,Female,51,145751.03,1,1,no,yes
Scott,107243.31,yes,661,France,Male,47,0,5,1,no,yes
Rearick,52952.24,yes,513,Spain,Male,88,0,10,2,yes,no
Genovesi,78955.8,no,576,France,Male,63,70655.48,9,1,no,yes
Glenny,26025.6,no,660,Germany,Male,41,129901.21,1,1,yes,yes
Marks,174536.17,yes,637,France,Male,40,125470.81,8,1,yes,no
Fleming,147311.47,yes,672,France,Female,53,169406.33,9,4,yes,yes
Davison,77965.44,yes,629,France,Male,32,0,2,2,no,no
Chibuzo,5635.63,yes,583,Germany,Male,40,107041.3,4,1,yes,no
Wilson,81310.1,yes,763,Spain,Female,32,95153.77,10,1,no,no
Endrizzi,111421.45,no,516,Germany,Male,32,145166.09,3,2,no,no
Yuryeva,190269.21,no,617,France,Female,27,0,4,2,no,no
Lo Duca,113033.73,yes,727,Germany,Male,36,140418.81,6,1,yes,yes
Trout,187192.23,no,626,Germany,Male,49,171787.84,9,2,yes,no
Morley,97825.23,yes,686,France,Male,38,149238.97,6,1,yes,no
Chou,169621.69,no,351,Germany,Female,57,163146.46,4,1,yes,yes
Shao,191557.1,no,739,France,Female,37,0,8,2,yes,yes
Trentino,103287.62,no,627,France,Male,32,0,10,2,yes,no
Endrizzi,64869.32,no,512,France,Female,41,145150.28,8,1,yes,yes
Monaldo,102426.06,no,774,France,Female,41,126670.37,5,1,yes,no
Allen,37294.88,yes,638,Germany,Male,37,89728.86,2,2,yes,no
Milne,89248.99,no,475,France,Female,57,0,1,2,yes,no
Somadina,91973.63,no,567,Spain,Male,40,118628.8,4,1,no,no
Chieloka,16870.2,no,750,France,Male,37,0,3,2,yes,no
Chioke,33730.43,yes,753,France,Female,38,142263.45,6,1,no,no
Doherty,94790.34,no,710,France,Female,32,0,3,1,yes,no
Baranov,28726.07,no,645,Spain,Female,21,0,1,2,no,no
Robinson,69079.85,no,696,Germany,Female,35,174902.26,4,1,yes,no
Bidencope,179780.74,yes,612,Spain,Female,26,0,4,2,yes,no
De Bernales,142587.32,yes,782,Spain,Male,23,98052.66,10,1,yes,no
Chung,197634.11,no,466,Germany,Female,56,111920.13,2,3,yes,yes
Stevenson,121053.19,yes,567,France,Female,45,0,4,2,no,no
Chienezie,149613.77,yes,613,France,Male,20,0,3,2,yes,no
Seppelt,131766.67,yes,614,France,Female,37,75150.34,8,4,no,yes
McDonald,107665.02,no,691,Germany,Female,38,114753.76,5,1,yes,no
McGregor,112132.86,no,476,France,Female,32,111871.93,6,1,no,no
McDonald,113645.4,no,619,Spain,Female,45,0,0,2,no,no
Crawford,180890.4,no,607,Germany,Female,37,135927.06,4,1,no,no
Genovese,53379.52,no,653,France,Male,33,0,1,2,no,no
Pirozzi,158531.01,yes,677,France,Male,46,57037.74,2,1,yes,no
O'Connor,116912.45,yes,734,France,Male,51,118537.47,1,1,yes,no
McGuirk,102999.33,no,666,France,Male,39,0,10,2,yes,no
Toscani,132801.57,no,592,Germany,Female,26,105082.07,4,2,yes,no
Ruth,85455.62,no,564,France,Male,40,0,4,1,yes,yes
Onyekaozulu,107948.72,no,592,Germany,Male,36,104702.65,2,2,yes,no
K'ung,192892.05,yes,612,Spain,Female,62,167026.61,0,2,yes,no
Meng,187247.56,no,498,Germany,Male,61,102453.26,7,1,yes,yes
Calabresi,111687.57,no,558,France,Male,35,0,1,2,no,no
Milano,184182.25,no,756,France,Female,24,0,1,2,yes,no
Kirby,52759.82,yes,782,Spain,Male,52,0,4,1,yes,yes
Ho,126451.14,yes,505,France,Male,34,104498.79,10,1,no,no
Chukwuemeka,12048.67,no,671,Spain,Female,29,0,6,2,no,no
Hale,95804.33,yes,801,France,Male,42,0,6,2,yes,no
K?,197911.52,yes,604,France,Male,26,149542.52,8,2,no,no
Rice,182531.74,yes,716,France,Female,29,87946.39,10,1,yes,no
Brown,168002.31,no,624,France,Female,45,68639.57,3,1,yes,yes
Sagese,79450.61,yes,607,Germany,Male,47,148826.32,4,1,yes,no
Findlay,8643.21,yes,606,France,Male,61,108166.09,5,2,no,no
Hao,174434.06,no,651,Germany,Male,40,134760.21,1,2,no,yes
Abbott,137476.71,no,573,France,Female,33,90124.64,0,1,yes,no
Lucas,94415.6,yes,723,Spain,Male,38,0,6,2,yes,no
Davydova,120376.87,no,584,Germany,Female,46,87361.02,6,2,yes,yes
West,97623.42,no,550,Germany,Female,45,111257.59,8,1,no,yes
Smith,66238.23,yes,611,France,Female,61,131583.59,3,4,no,yes
Fiorentino,69052.87,yes,850,Spain,Female,24,0,1,2,no,no
Freeman,56780.97,no,668,Germany,Male,34,80242.37,5,2,no,no
Ramos,191849.15,yes,660,France,Male,50,0,1,3,yes,yes
Mario,84803.76,yes,682,Spain,Female,59,122661.39,0,1,no,no
Chien,31840.59,yes,524,France,Male,50,0,4,2,yes,yes
Hsieh,91406.62,yes,537,France,Female,53,0,3,1,yes,no
Hung,198446.91,yes,727,Spain,Male,71,0,8,1,yes,yes
Moss,7554.68,no,756,Spain,Male,30,145127.85,2,1,no,no
Fedorova,80416.16,no,755,France,Male,38,148912.44,9,1,yes,no
Li,164549.74,yes,634,Spain,Female,41,0,4,2,yes,no
Obialo,137903.54,yes,727,Germany,Female,30,119027.28,8,2,yes,no
Long,67997.13,no,650,Spain,Female,30,0,6,1,no,yes
Nelson,49492.15,yes,655,Spain,Male,34,116114.93,1,1,yes,no
Bell,35825.18,yes,763,France,Female,58,187911.55,9,1,no,no
Udinese,67494.23,yes,843,France,Female,27,0,5,2,yes,no
Mao,73963.17,yes,667,France,Female,38,144432.04,6,1,yes,yes
Yeh,123850.58,yes,660,Germany,Female,29,180520.29,6,1,yes,no
Onuoha,23822.04,no,553,France,Male,42,0,1,2,no,no
Moore,45750.21,yes,612,Germany,Female,47,130024.87,6,1,yes,yes
Thornton,159773.14,no,641,Germany,Female,40,110086.69,2,1,yes,no
Warlow-Davies,84238.63,no,513,Spain,Female,31,174853.46,5,1,yes,no
Champion,72330.46,yes,680,France,Male,44,108724.98,7,1,no,no
Mazzanti,26767.85,yes,711,France,Male,58,91285.13,9,2,yes,no
Macleod,164768.82,yes,689,Spain,Male,40,0,2,2,yes,no
Lei,1112.76,yes,665,Germany,Female,51,110610.41,9,2,no,yes
Lucchese,176680.16,no,551,Germany,Male,54,102994.04,5,1,yes,yes
Lombardo,43999.64,no,645,Spain,Male,36,59893.85,4,2,yes,no
Ozoemena,81537.85,no,365,Germany,Male,30,127760.07,0,1,yes,yes
Boyle,7387.8,yes,697,Germany,Female,38,132591.36,6,1,yes,yes
Archambault,170333.38,no,712,France,Female,31,0,7,2,yes,no
Ko,60416.76,no,748,France,Male,40,0,0,1,no,no
Greene,2704.98,yes,691,France,Male,50,136953.47,6,1,yes,no
Hunter,68815.05,yes,563,France,Male,33,0,8,2,no,no
Blinova,64839.23,yes,741,France,Male,32,0,5,1,yes,no
De Garis,144494.94,no,778,France,Male,44,123863.64,8,1,yes,no
Ts'ai,56055.72,yes,634,Germany,Male,38,148430.55,2,1,yes,no
Tuan,155061.97,yes,505,Germany,Male,40,47869.69,6,2,yes,no
Tseng,119817.19,no,692,Germany,Male,53,150926.99,7,2,no,no
Y?,5278.78,no,833,France,Female,28,136674.51,4,2,no,no
Chidubem,113244.73,yes,592,Spain,Female,40,200322.45,2,1,yes,no
Godfrey,129084.82,no,594,Germany,Male,28,142574.71,0,2,yes,no
Wallace,188533.11,yes,643,Germany,Female,34,160426.07,7,1,no,no
Wei,13411.67,no,540,France,Male,25,116160.23,5,1,yes,no
Mitchell,15733.19,no,635,Spain,Female,34,98683.47,5,2,yes,no
Light,73127.61,yes,657,France,Male,32,118829.03,3,2,yes,no
Capon,101704.19,no,814,France,Male,31,118870.92,1,1,yes,no
Hou,101986.16,yes,600,France,Male,32,0,1,1,yes,no
Rowe,114442.66,yes,682,France,Female,46,0,2,1,yes,no
Holloway,15669.17,yes,682,France,Male,38,107192.38,4,1,yes,no
